,Airline Name,Date of journey,Source,Destination,Departure Time,Arrival Time,Duration,Total Stops,Price
1677,Go First,"Fri, 22 Oct",New Delhi,Mumbai,10:40,17:30,6h 50m,1 Stop,"12,519"
1678,Air India,"Fri, 22 Oct",New Delhi,Mumbai,20:40,"17:05
+ 1 day",20h 25m,1 Stop,"12,871"
1679,Air India,"Fri, 22 Oct",New Delhi,Mumbai,18:40,"17:10
+ 1 day",22h 30m,1 Stop,"13,751"
1680,GO FIRST,"Thu, 14 Oct",New Delhi,Hyderabad,06:30,08:30,2hr,non-stop,5954
1681,GO FIRST,"Thu, 14 Oct",New Delhi,Hyderabad,21:15,23:15,2hr,non-stop,5954
1682,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,07:10,09:20,2hr 10min,non-stop,5955
1683,SPICEJET,"Thu, 14 Oct",New Delhi,Hyderabad,21:00,23:05,2hr 5min,non-stop,5955
1684,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,22:00,00:05,2hr 5min,non-stop,5955
1685,AIRASIA INDIA,"Thu, 14 Oct",New Delhi,Hyderabad,05:35,07:45,2hr 10min,non-stop,5956
1686,AIRASIA INDIA,"Thu, 14 Oct",New Delhi,Hyderabad,16:20,18:20,2hr,non-stop,5956
1687,VISTARA,"Thu, 14 Oct",New Delhi,Hyderabad,07:10,09:25,2hr 15min,non-stop,5956
1688,AIR INDIA,"Thu, 14 Oct",New Delhi,Hyderabad,16:35,20:05,3hr 30min,1 stop,5955
1689,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,15:55,20:55,5hr,1 stop,5955
1690,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,05:25,10:55,5hr 30min,1 stop,5955
1691,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,10:10,15:25,5hr 15min,1 stop,5955
1692,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,14:20,19:45,5hr 25min,1 stop,5955
1693,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,15:35,20:50,5hr 15min,1 stop,5955
1694,SPICEJET,"Thu, 14 Oct",New Delhi,Hyderabad,08:40,14:25,5hr 45min,1 stop,5955
1695,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,08:55,15:00,6hr 5min,1 stop,5955
1696,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,12:00,17:45,5hr 45min,1 stop,5955
1697,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,14:00,20:00,6hr,1 stop,5955
1698,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,15:45,21:55,6hr 10min,1 stop,5955
1699,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,08:55,15:25,6hr 30min,1 stop,5955
1700,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,11:00,17:20,6hr 20min,1 stop,5955
1701,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,13:10,19:30,6hr 20min,1 stop,5955
1702,SPICEJET,"Thu, 14 Oct",New Delhi,Hyderabad,22:40,07:00,8hr 20min,1 stop,5955
1703,AIRASIA INDIA,"Thu, 14 Oct",New Delhi,Hyderabad,04:55,12:50,7hr 55min,1 stop,5956
1704,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,17:15,19:25,2hr 10min,non-stop,6165
1705,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,19:15,21:25,2hr 10min,non-stop,6165
1706,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,09:45,12:10,2hr 25min,non-stop,6165
1707,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,13:35,15:55,2hr 20min,non-stop,6165
1708,VISTARA,"Thu, 14 Oct",New Delhi,Hyderabad,17:45,19:50,2hr 5min,non-stop,6166
1709,VISTARA,"Thu, 14 Oct",New Delhi,Hyderabad,14:45,17:00,2hr 15min,non-stop,6166
1710,AIR INDIA,"Thu, 14 Oct",New Delhi,Hyderabad,08:00,10:10,2hr 10min,non-stop,6375
1711,AIRASIA INDIA,"Thu, 14 Oct",New Delhi,Hyderabad,08:00,15:50,7hr 50min,2 stops,6376
1712,AIR INDIA,"Thu, 14 Oct",New Delhi,Hyderabad,21:25,23:35,2hr 10min,non-stop,6795
1713,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,06:05,11:55,5hr 50min,1 stop,6777
1714,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,16:10,21:40,5hr 30min,1 stop,6932
1715,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,13:10,19:40,6hr 30min,1 stop,6932
1716,INDIGO,"Thu, 14 Oct",New Delhi,Hyderabad,16:25,22:55,6hr 30min,1 stop,6932
1717,AIR INDIA,"Thu, 14 Oct",New Delhi,Hyderabad,09:45,11:55,2hr 10min,non-stop,7215
1718,AIRASIA INDIA,"Thu, 14 Oct",New Delhi,Hyderabad,11:55,16:55,5hr,1 stop,7419
1719,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,07:05,08:05,1hr,non-stop,2954
1720,SPICEJET,"Fri, 29 Oct",Bengaluru,Chennai,06:20,07:20,1hr,non-stop,3497
1721,SPICEJET,"Fri, 29 Oct",Bengaluru,Chennai,19:55,21:25,1hr 30min,non-stop,3497
1722,INDIGO,"Fri, 29 Oct",Bengaluru,Chennai,09:20,10:25,1hr 5min,non-stop,3498
1723,INDIGO,"Fri, 29 Oct",Bengaluru,Chennai,10:40,11:40,1hr,non-stop,3498
1724,INDIGO,"Fri, 29 Oct",Bengaluru,Chennai,18:20,19:35,1hr 15min,non-stop,3498
1725,AIRASIA INDIA,"Fri, 29 Oct",Bengaluru,Chennai,16:05,17:25,1hr 20min,non-stop,3499
1726,INDIGO,"Fri, 29 Oct",Bengaluru,Chennai,20:15,21:05,50min,non-stop,3603
1727,INDIGO,"Fri, 29 Oct",Bengaluru,Chennai,15:00,16:10,1hr 10min,non-stop,3918
1728,INDIGO,"Fri, 29 Oct",Bengaluru,Chennai,07:10,08:15,1hr 5min,non-stop,4076
1729,INDIGO,"Fri, 29 Oct",Bengaluru,Chennai,22:00,23:00,1hr,non-stop,4391
1730,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,18:45,08:00,13hr 15min,1 stop,8224
1731,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,06:45,07:15,24hr 30min,1 stop,10300
1732,GO FIRST,"Fri, 29 Oct",Bengaluru,Chennai,21:00,07:40,10hr 40min,1 stop,10605
1733,GO FIRST,"Fri, 29 Oct",Bengaluru,Chennai,20:20,07:40,11hr 20min,1 stop,10605
1734,GO FIRST,"Fri, 29 Oct",Bengaluru,Chennai,08:20,23:15,14hr 55min,1 stop,10605
1735,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,19:10,07:15,12hr 5min,1 stop,10709
1736,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,06:40,11:30,4hr 50min,1 stop,10744
1737,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,19:10,10:55,15hr 45min,1 stop,11129
1738,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,11:30,20:25,8hr 55min,1 stop,11164
1739,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,09:30,20:25,10hr 55min,1 stop,11164
1740,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,11:30,23:05,11hr 35min,1 stop,11164
1741,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,08:30,20:25,11hr 55min,1 stop,11164
1742,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,09:30,23:05,13hr 35min,1 stop,11164
1743,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,06:40,20:25,13hr 45min,1 stop,11164
1744,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,08:30,23:05,14hr 35min,1 stop,11164
1745,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,06:40,23:05,16hr 25min,1 stop,11164
1746,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,11:30,09:10,21hr 40min,1 stop,11164
1747,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,11:05,19:40,8hr 35min,1 stop,11374
1748,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,08:35,07:15,22hr 40min,1 stop,11479
1749,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,21:40,09:10,11hr 30min,1 stop,11532
1750,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,19:55,09:10,13hr 15min,1 stop,11532
1751,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,21:40,11:30,13hr 50min,1 stop,11532
1752,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,19:55,11:30,15hr 35min,1 stop,11532
1753,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,18:25,23:05,4hr 40min,1 stop,11742
1754,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,18:25,09:10,14hr 45min,1 stop,11742
1755,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,18:25,11:30,17hr 5min,1 stop,11742
1756,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,08:35,10:55,26hr 20min,1 stop,11899
1757,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,11:50,07:15,19hr 25min,2 stops,12663
1758,GO FIRST,"Fri, 29 Oct",Bengaluru,Chennai,17:35,23:50,6hr 15min,1 stop,12920
1759,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,11:50,10:55,23hr 5min,2 stops,13125
1760,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,06:45,23:35,16hr 50min,2 stops,13138
1761,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,06:45,08:55,26hr 10min,2 stops,13138
1762,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,06:45,23:35,16hr 50min,3 stops,13138
1763,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,06:45,08:55,26hr 10min,3 stops,13138
1764,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,19:10,23:35,28hr 25min,3 stops,13548
1765,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,06:45,08:55,26hr 10min,2 stops,13716
1766,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,11:50,08:55,21hr 5min,2 stops,13818
1767,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,11:50,23:35,35hr 45min,2 stops,13818
1768,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,10:25,23:35,13hr 10min,1 stop,14258
1769,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,10:25,08:55,22hr 30min,1 stop,14258
1770,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,08:35,23:35,15hr,3 stops,14317
1771,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,08:35,08:55,24hr 20min,3 stops,14317
1772,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,06:45,12:40,29hr 55min,2 stops,14640
1773,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,06:45,12:40,29hr 55min,2 stops,14640
1774,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,06:45,12:40,29hr 55min,3 stops,14640
1775,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,08:35,08:55,24hr 20min,2 stops,14895
1776,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,11:50,12:40,24hr 50min,2 stops,15320
1777,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,09:45,16:20,6hr 35min,1 stop,15364
1778,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,08:00,16:20,8hr 20min,1 stop,15364
1779,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,09:45,20:15,10hr 30min,1 stop,15574
1780,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,08:00,20:15,12hr 15min,1 stop,15574
1781,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,09:45,22:45,13hr,1 stop,15889
1782,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,08:00,22:45,14hr 45min,1 stop,15889
1783,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,11:30,20:15,8hr 45min,1 stop,16099
1784,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,07:00,16:20,9hr 20min,1 stop,16414
1785,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,11:30,22:45,11hr 15min,1 stop,16414
1786,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,07:00,20:15,13hr 15min,1 stop,16624
1787,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,21:10,10:10,13hr,1 stop,16729
1788,VISTARA,"Fri, 29 Oct",Bengaluru,Chennai,19:40,10:10,14hr 30min,1 stop,16729
1789,AIR INDIA,"Fri, 29 Oct",Bengaluru,Chennai,13:20,23:35,10hr 15min,1 stop,17933
1790,SPICEJET,"Fri, 12 Nov",Goa,Mumbai,05:25,06:40,1hr 15min,non-stop,2164
1791,INDIGO,"Fri, 12 Nov",Goa,Mumbai,23:25,00:45,1hr 20min,non-stop,2214
1792,SPICEJET,"Fri, 12 Nov",Goa,Mumbai,22:55,00:20,1hr 25min,non-stop,2270
1793,AIR INDIA,"Fri, 12 Nov",Goa,Mumbai,23:10,00:35,1hr 25min,non-stop,2419
1794,INDIGO,"Fri, 12 Nov",Goa,Mumbai,06:55,08:15,1hr 20min,non-stop,2479
1795,GO FIRST,"Fri, 12 Nov",Goa,Mumbai,23:55,01:20,1hr 25min,non-stop,2615
1796,AIRASIA INDIA,"Fri, 12 Nov",Goa,Mumbai,06:25,07:40,1hr 15min,non-stop,2666
1797,AIRASIA INDIA,"Fri, 12 Nov",Goa,Mumbai,01:05,02:25,1hr 20min,non-stop,2666
1798,AIR INDIA,"Fri, 12 Nov",Goa,Mumbai,07:30,08:45,1hr 15min,non-stop,2839
1799,GO FIRST,"Fri, 12 Nov",Goa,Mumbai,06:40,07:55,1hr 15min,non-stop,3507
1800,GO FIRST,"Fri, 12 Nov",Goa,Mumbai,17:00,18:15,1hr 15min,non-stop,3899
1801,AIR INDIA,"Fri, 12 Nov",Goa,Mumbai,15:20,16:35,1hr 15min,non-stop,3994
1802,SPICEJET,"Fri, 12 Nov",Goa,Mumbai,13:30,14:55,1hr 25min,non-stop,4054
1803,GO FIRST,"Fri, 12 Nov",Goa,Mumbai,13:15,14:35,1hr 20min,non-stop,4137
1804,GO FIRST,"Fri, 12 Nov",Goa,Mumbai,18:15,19:40,1hr 25min,non-stop,4137
1805,INDIGO,"Fri, 12 Nov",Goa,Mumbai,18:30,19:50,1hr 20min,non-stop,4319
1806,VISTARA,"Fri, 12 Nov",Goa,Mumbai,13:20,14:45,1hr 25min,non-stop,4404
1807,INDIGO,"Fri, 12 Nov",Goa,Mumbai,13:05,14:30,1hr 25min,non-stop,4791
1808,INDIGO,"Fri, 12 Nov",Goa,Mumbai,16:30,18:00,1hr 30min,non-stop,4791
1809,AIRASIA INDIA,"Fri, 12 Nov",Goa,Mumbai,22:30,06:45,8hr 15min,1 stop,4783
1810,AIR INDIA,"Fri, 12 Nov",Goa,Mumbai,21:00,22:25,1hr 25min,non-stop,5055
1811,GO FIRST,"Fri, 12 Nov",Goa,Mumbai,00:35,10:50,10hr 15min,1 stop,5302
1812,GO FIRST,"Fri, 12 Nov",Goa,Mumbai,14:00,18:25,4hr 25min,1 stop,5648
1813,AIR INDIA,"Fri, 12 Nov",Goa,Mumbai,11:20,23:20,12hr,2 stops,5737
1814,AIR INDIA,"Fri, 12 Nov",Goa,Mumbai,01:15,10:10,8hr 55min,1 stop,6599
1815,AIRASIA INDIA,"Fri, 12 Nov",Goa,Mumbai,23:05,06:35,7hr 30min,1 stop,6790
1816,AIR INDIA,"Fri, 12 Nov",Goa,Mumbai,01:15,09:05,7hr 50min,1 stop,6914
1817,AIR INDIA,"Fri, 12 Nov",Goa,Mumbai,14:10,21:15,7hr 5min,1 stop,8699
1818,GO FIRST,"Fri, 12 Nov",Goa,Mumbai,17:35,01:00,7hr 25min,1 stop,10608
1819,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,10:55,13:15,2hr 20min,non-stop,6122
1820,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,11:25,14:05,2hr 40min,non-stop,7424
1821,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,17:55,20:35,2hr 40min,non-stop,7424
1822,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,18:00,20:35,2hr 35min,non-stop,7424
1823,GO FIRST,"Tue, 02 Nov",New Delhi,Goa,10:45,13:30,2hr 45min,non-stop,7424
1824,INDIGO,"Tue, 02 Nov",New Delhi,Goa,11:00,13:40,2hr 40min,non-stop,7425
1825,INDIGO,"Tue, 02 Nov",New Delhi,Goa,12:10,14:50,2hr 40min,non-stop,7425
1826,INDIGO,"Tue, 02 Nov",New Delhi,Goa,19:10,21:50,2hr 40min,non-stop,7425
1827,INDIGO,"Tue, 02 Nov",New Delhi,Goa,00:05,02:50,2hr 45min,non-stop,7425
1828,INDIGO,"Tue, 02 Nov",New Delhi,Goa,10:15,13:00,2hr 45min,non-stop,7425
1829,INDIGO,"Tue, 02 Nov",New Delhi,Goa,16:00,18:45,2hr 45min,non-stop,7425
1830,INDIGO,"Tue, 02 Nov",New Delhi,Goa,22:05,00:50,2hr 45min,non-stop,7425
1831,AIRASIA INDIA,"Tue, 02 Nov",New Delhi,Goa,05:20,07:50,2hr 30min,non-stop,7426
1832,AIRASIA INDIA,"Tue, 02 Nov",New Delhi,Goa,12:10,14:55,2hr 45min,non-stop,7426
1833,AIRASIA INDIA,"Tue, 02 Nov",New Delhi,Goa,12:40,15:25,2hr 45min,non-stop,7426
1834,AIRASIA INDIA,"Tue, 02 Nov",New Delhi,Goa,21:25,07:00,9hr 35min,1 stop,7422
1835,INDIGO,"Tue, 02 Nov",New Delhi,Goa,17:45,22:50,5hr 5min,1 stop,7425
1836,AIRASIA INDIA,"Tue, 02 Nov",New Delhi,Goa,20:45,07:00,10hr 15min,1 stop,7422
1837,INDIGO,"Tue, 02 Nov",New Delhi,Goa,02:30,07:50,5hr 20min,1 stop,7425
1838,INDIGO,"Tue, 02 Nov",New Delhi,Goa,08:40,13:55,5hr 15min,1 stop,7425
1839,INDIGO,"Tue, 02 Nov",New Delhi,Goa,11:35,17:35,6hr,1 stop,7425
1840,INDIGO,"Tue, 02 Nov",New Delhi,Goa,16:45,22:50,6hr 5min,1 stop,7425
1841,INDIGO,"Tue, 02 Nov",New Delhi,Goa,16:50,22:55,6hr 5min,1 stop,7425
1842,INDIGO,"Tue, 02 Nov",New Delhi,Goa,17:25,23:25,6hr,1 stop,7425
1843,INDIGO,"Tue, 02 Nov",New Delhi,Goa,07:00,13:55,6hr 55min,1 stop,7425
1844,INDIGO,"Tue, 02 Nov",New Delhi,Goa,15:45,22:50,7hr 5min,1 stop,7425
1845,INDIGO,"Tue, 02 Nov",New Delhi,Goa,06:40,14:15,7hr 35min,1 stop,7425
1846,INDIGO,"Tue, 02 Nov",New Delhi,Goa,10:30,18:00,7hr 30min,1 stop,7425
1847,INDIGO,"Tue, 02 Nov",New Delhi,Goa,13:15,20:50,7hr 35min,1 stop,7425
1848,AIRASIA INDIA,"Tue, 02 Nov",New Delhi,Goa,18:35,07:00,12hr 25min,1 stop,7422
1849,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,07:20,12:50,5hr 30min,1 stop,7634
1850,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,19:45,01:55,6hr 10min,1 stop,7634
1851,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,06:05,12:50,6hr 45min,1 stop,7634
1852,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,07:20,17:05,9hr 45min,1 stop,7634
1853,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,06:05,17:05,11hr,1 stop,7634
1854,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,07:20,22:55,15hr 35min,1 stop,7634
1855,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,06:05,22:55,16hr 50min,1 stop,7634
1856,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,07:20,01:55,18hr 35min,1 stop,7634
1857,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,06:05,01:55,19hr 50min,1 stop,7634
1858,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,18:50,01:55,7hr 5min,1 stop,8054
1859,INDIGO,"Tue, 02 Nov",New Delhi,Goa,21:15,03:20,6hr 5min,1 stop,8070
1860,INDIGO,"Tue, 02 Nov",New Delhi,Goa,14:50,20:50,6hr,1 stop,8071
1861,INDIGO,"Tue, 02 Nov",New Delhi,Goa,18:05,00:40,6hr 35min,1 stop,8071
1862,INDIGO,"Tue, 02 Nov",New Delhi,Goa,13:50,21:20,7hr 30min,1 stop,8071
1863,INDIGO,"Tue, 02 Nov",New Delhi,Goa,12:00,18:00,6hr,1 stop,8717
1864,AIRASIA INDIA,"Tue, 02 Nov",New Delhi,Goa,09:35,19:35,10hr,2 stops,8716
1865,AIRASIA INDIA,"Tue, 02 Nov",New Delhi,Goa,08:00,19:35,11hr 35min,2 stops,8716
1866,VISTARA,"Tue, 02 Nov",New Delhi,Goa,11:10,13:50,2hr 40min,non-stop,8791
1867,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,08:00,14:45,6hr 45min,1 stop,8816
1868,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,07:00,14:45,7hr 45min,1 stop,8816
1869,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,10:40,20:30,9hr 50min,1 stop,8816
1870,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,20:00,06:50,10hr 50min,1 stop,8816
1871,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,08:00,20:30,12hr 30min,1 stop,8816
1872,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,07:00,20:30,13hr 30min,1 stop,8816
1873,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,10:40,06:50,20hr 10min,1 stop,8816
1874,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,08:00,06:50,22hr 50min,1 stop,8816
1875,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,07:00,06:50,23hr 50min,1 stop,8816
1876,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,08:10,10:50,26hr 40min,2 stops,8829
1877,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,19:00,06:50,11hr 50min,1 stop,9301
1878,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,21:10,10:50,13hr 40min,2 stops,9368
1879,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,09:45,10:50,25hr 5min,2 stops,9368
1880,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,20:00,14:45,18hr 45min,1 stop,9446
1881,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,20:00,20:30,24hr 30min,1 stop,9604
1882,GO FIRST,"Tue, 02 Nov",New Delhi,Goa,08:00,12:45,4hr 45min,1 stop,9704
1883,GO FIRST,"Tue, 02 Nov",New Delhi,Goa,07:00,12:45,5hr 45min,1 stop,9704
1884,GO FIRST,"Tue, 02 Nov",New Delhi,Goa,10:30,16:30,6hr,1 stop,9704
1885,GO FIRST,"Tue, 02 Nov",New Delhi,Goa,10:30,17:45,7hr 15min,1 stop,9704
1886,GO FIRST,"Tue, 02 Nov",New Delhi,Goa,08:00,16:30,8hr 30min,1 stop,9704
1887,GO FIRST,"Tue, 02 Nov",New Delhi,Goa,07:00,16:30,9hr 30min,1 stop,9704
1888,GO FIRST,"Tue, 02 Nov",New Delhi,Goa,02:40,12:45,10hr 5min,1 stop,9704
1889,GO FIRST,"Tue, 02 Nov",New Delhi,Goa,08:00,17:45,9hr 45min,1 stop,9704
1890,GO FIRST,"Tue, 02 Nov",New Delhi,Goa,07:00,17:45,10hr 45min,1 stop,9704
1891,AIR INDIA,"Tue, 02 Nov",New Delhi,Goa,19:00,14:45,19hr 45min,1 stop,9931
1892,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,08:45,13:30,4hr 45min,1 stop,9945
1893,INDIGO,"Tue, 02 Nov",New Delhi,Goa,13:15,20:20,7hr 5min,1 stop,10008
1894,INDIGO,"Tue, 02 Nov",New Delhi,Goa,09:30,15:25,5hr 55min,1 stop,10050
1895,INDIGO,"Tue, 02 Nov",New Delhi,Goa,08:45,15:25,6hr 40min,1 stop,10050
1896,INDIGO,"Tue, 02 Nov",New Delhi,Goa,08:00,15:25,7hr 25min,1 stop,10050
1897,GO FIRST,"Tue, 02 Nov",New Delhi,Goa,15:30,20:00,4hr 30min,1 stop,10863
1898,VISTARA,"Tue, 02 Nov",New Delhi,Goa,07:30,12:45,5hr 15min,1 stop,11048
1899,VISTARA,"Tue, 02 Nov",New Delhi,Goa,06:00,12:45,6hr 45min,1 stop,11048
1900,GO FIRST,"Tue, 02 Nov",New Delhi,Goa,05:50,17:05,11hr 15min,1 stop,11205
1901,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,06:20,16:30,10hr 10min,1 stop,11493
1902,SPICEJET,"Tue, 02 Nov",New Delhi,Goa,16:45,13:30,20hr 45min,1 stop,11625
1903,INDIGO,"Tue, 02 Nov",New Delhi,Goa,07:15,12:35,5hr 20min,1 stop,11835
1904,INDIGO,"Tue, 02 Nov",New Delhi,Goa,06:30,12:35,6hr 5min,1 stop,11835
1905,INDIGO,"Tue, 02 Nov",New Delhi,Goa,05:30,12:35,7hr 5min,1 stop,11835
1906,INDIGO,"Tue, 02 Nov",New Delhi,Goa,18:20,00:05,5hr 45min,1 stop,11945
1907,VISTARA,"Tue, 02 Nov",New Delhi,Goa,19:50,12:45,16hr 55min,1 stop,12098
1908,VISTARA,"Tue, 02 Nov",New Delhi,Goa,18:55,12:45,17hr 50min,1 stop,12098
1909,INDIGO,"Tue, 14 Dec",Varanasi,New Delhi,20:45,22:20,1hr 35min,non-stop,2192
1910,AIR INDIA,"Tue, 14 Dec",Varanasi,New Delhi,15:30,17:05,1hr 35min,non-stop,2220
1911,SPICEJET,"Tue, 14 Dec",Varanasi,New Delhi,18:40,20:20,1hr 40min,non-stop,2415
1912,INDIGO,"Tue, 14 Dec",Varanasi,New Delhi,21:25,23:05,1hr 40min,non-stop,2508
1913,AIR INDIA,"Tue, 14 Dec",Varanasi,New Delhi,12:10,13:45,1hr 35min,non-stop,2535
1914,INDIGO,"Tue, 14 Dec",Varanasi,New Delhi,12:40,14:15,1hr 35min,non-stop,2625
1915,GO FIRST,"Tue, 14 Dec",Varanasi,New Delhi,13:20,15:05,1hr 45min,non-stop,2626
1916,GO FIRST,"Tue, 14 Dec",Varanasi,New Delhi,22:00,23:45,1hr 45min,non-stop,2626
1917,SPICEJET,"Tue, 14 Dec",Varanasi,New Delhi,10:50,12:25,1hr 35min,non-stop,2729
1918,VISTARA,"Tue, 14 Dec",Varanasi,New Delhi,15:20,16:50,1hr 30min,non-stop,3470
1919,VISTARA,"Tue, 14 Dec",Varanasi,New Delhi,18:15,19:50,1hr 35min,non-stop,3470
1920,INDIGO,"Tue, 14 Dec",Varanasi,New Delhi,17:30,19:05,1hr 35min,non-stop,3596
1921,GO FIRST,"Tue, 14 Dec",Varanasi,New Delhi,20:00,08:30,12hr 30min,1 stop,6304
1922,GO FIRST,"Tue, 14 Dec",Varanasi,New Delhi,13:00,19:15,6hr 15min,1 stop,6753
1923,GO FIRST,"Tue, 14 Dec",Varanasi,New Delhi,13:50,20:10,6hr 20min,1 stop,6784
1924,GO FIRST,"Tue, 14 Dec",Varanasi,New Delhi,13:30,01:15,11hr 45min,1 stop,6804
